ID de l'activité,Date de l'activité,Nom de l'activité,Type d'activité,Description de l'activité,Temps écoulé,Distance,Fréquence cardiaque max.,Effort relatif,Déplacement-transport,Note privée sur les activités,Matériel utilisé pour l'activité,Nom du fichier,Poids de l'athlète,Poids du vélo,Temps écoulé,Durée de déplacement,Distance,Vitesse max.,Vitesse moyenne,Dénivelé positif,Dénivelé négatif,Altitude min.,Altitude max.,Pente max.,Pente moyenne,Pente positive moyenne,Pente négative moyenne,Cadence max.,Cadence moyenne,Fréquence cardiaque max.,Fréquence cardiaque moyenne,Puissance max.,Puissance moyenne,Calories,Température max.,Température moyenne,Effort relatif,Effort total,Nombre de sorties course à pied,Temps de montée,Temps de descente,Autres temps,Effort ressenti,Type,Heure de début,Puissance moyenne pondérée,Nombre d'échantillons de puissance,Utiliser l'Effort ressenti,Effort relatif ressenti,Déplacement-transport,Poids total soulevé,À partir du téléchargement,Distance ajustée selon la pente,Heure d'observation de la météo,Conditions météo,Température selon les prévisions météo,Température ressentie,Point de rosée,Humidité,Pression atmosphérique,Vitesse du vent,Rafale de vent,Direction du vent,Intensité des précipitations,Heure de lever du soleil,Heure de coucher du soleil,Phase de la lune,Vélo,Matériel,Probabilité de précipitations,Type de précipitations,Couverture nuageuse,Visibilité selon les prévisions météo,Indice UV,Ozone selon les prévisions météo,Nombre de sauts,Grit total,Flow moyen,Signalé,Vitesse moyenne (temps écoulé),Distance sur chemin,Distance récemment découverte,Distance sur chemin récemment découverte,Nombre d'activités,Nombre total de pas,CO2 économisé,Longueur de piscine,Charge d’entraînement,Intensité,Vitesse moyenne ajustée selon la pente,Temps enregistré par le chronomètre,Nombre total de cycles,Récupération,Avec mon animal de compagnie,Compétition,Sortie longue,Pour la bonne cause,Avec enfant,Distance en descente,Nombre total de séries,Nombre total de répétitions,Support
17620513496,"5 mars 2026, 20:59:25",Afternoon Run,Course à pied,,3798,"8,01",,,false,,Olympikus Corre 3,activities/18718447670.fit.gz,,,3798.0,3369.0,8018.7,3.637,2.38,25.0,6.0,8.8,24.2,6.3,-0.1,,,83.0,79.0,,,,,645.0,,,,,,,,,,,,,,,,0.0,,1.0,8083.8,1772740800.0,1.0,28.5,29.5,23.2,0.73,1010.8,3.4,5.7,101.0,0.0,1772699066.0,1772743071.0,0.625,,23889884.0,0.84,5.0,0.35,31508.0,0.0,,,,,,2.111,312.4,,,,8844.0,0.0,,,,2.399,,,,,,,,,,,,""
17598019282,"4 mars 2026, 08:09:13",Morning Run,Course à pied,,3861,"10,00",,,false,,Olympikus Corre 3,activities/18695937155.fit.gz,,,3861.0,3553.0,10004.1,3.622,2.816,37.0,54.0,0.8,14.2,14.6,0.0,,,82.0,79.0,,,,,768.0,,,,,,,,,,,,,,,,0.0,,1.0,10087.5,1772611200.0,3.0,24.4,26.1,22.2,0.88,1010.4,1.1,2.4,48.0,0.0,1772612671.0,1772656703.0,0.625,,23889884.0,0.0,1.0,0.75,23821.0,0.0,,,,,,2.591,0.0,,,,9312.0,0.0,,,,2.839,,,,,,,,,,,,""
17573375445,"2 mars 2026, 08:09:49",Morning Run,Course à pied,,4195,"10,04",,,false,,Olympikus Corre 3,activities/18671204288.fit.gz,,,4195.0,3729.0,10041.1,3.7,2.693,22.0,29.0,2.0,29.0,6.1,-0.2,,,83.0,80.0,,,,,776.0,,,,,,,,,,,,,,,,0.0,,1.0,10060.9,1772438400.0,3.0,23.6,24.9,23.1,0.97,1010.5,2.3,4.2,327.0,0.0,1772439858.0,1772483943.0,0.375,,23889884.0,0.93,5.0,0.9,19580.0,0.0,,,,,,2.394,0.0,,,,9914.0,0.0,,,,2.698,,,,,,,,,,,,""
17551195429,"28 févr. 2026, 08:29:07",Morning Run,Course à pied,,6102,"14,02",,,false,,Olympikus Corre 3,activities/18648784045.fit.gz,,,6102.0,5527.0,14026.7,3.471,2.538,98.0,65.0,-3.0,20.4,14.8,0.1,,,83.0,79.0,,,,,1197.0,,,,,,,,,,,,,,,,0.0,,1.0,14258.0,1772265600.0,3.0,24.4,26.1,23.4,0.94,1010.2,2.0,3.8,348.0,0.0,1772267050.0,1772311193.0,0.375,,23889884.0,0.68,5.0,0.93,16195.0,0.0,,,,,,2.299,847.3,,,,14378.0,0.0,,,,2.58,,,,,,,,,,,,""
17537250953,"25 févr. 2026, 08:25:44",Morning Run,Course à pied,,2096,"4,76",,,false,,Olympikus Corre 3,activities/18634742055.fit.gz,,,2096.0,1651.0,4764.6,4.557,2.886,7.0,9.0,6.2,18.8,7.3,-0.2,,,87.0,81.0,,,,,325.0,,,,,,,,,,,,,,,,0.0,,1.0,4781.2,1772006400.0,2.0,25.1,26.6,23.2,0.89,1009.4,1.4,2.7,23.0,0.0,1772007843.0,1772052062.0,0.375,,23889884.0,0.0,1.0,0.42,23729.0,0.0,,,,,,2.273,0.0,,,,4420.0,0.0,,,,2.896,,,,,,,,,,,,""
17265791069,"2 févr. 2026, 21:30:58",Corrida noturna,Course à pied,Esqueci de carregar o relógio mas tá aí,3960,"10,20",,,false,,Fila Racer T2 XTreme,,,,3960.0,3960.0,10200.0,,2.576,,,,,,0.0,,,,,,,,,902.0,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,23762696.0,,,,,,,,,,,2.576,0.0,,,,,0.0,,,,,,,,,,,,,,,,media/6BF433AC-CF0B-4476-9738-BED6E8E1490E.jpg
17144478113,"22 janv. 2026, 22:42:24",Evening Run,Course à pied,,1544,"4,40",,,false,,Olympikus Corre 3,activities/18239509005.fit.gz,,,1544.0,1544.0,4400.0,3.608,2.85,0.0,0.0,0.0,0.0,0.0,0.0,,,83.0,79.0,,,,,299.0,,,,,,,,,,,,,,,,0.0,,1.0,4822.7,,,,,,,,,,,,,,,,23889884.0,,,,,,,,,,,2.85,0.0,,,,4054.0,0.0,,,,,,,,,,,,,,,,""
17108589839,"19 janv. 2026, 20:09:31",Afternoon Run,Course à pied,,3644,"8,50",,,false,,Olympikus Corre 3,activities/18203374123.fit.gz,,,3644.0,3258.0,8501.6,5.7,2.609,39.0,16.0,11.8,22.6,19.7,0.0,,,101.0,79.0,,,,,618.0,,,,,,,,,,,,,,,,0.0,,1.0,8588.3,,,,,,,,,,,,,,,,23889884.0,,,,,,,,,,,2.333,360.0,,,,8446.0,0.0,,,,2.636,,,,,,,,,,,,""
17108589814,"11 janv. 2026, 20:25:18",Afternoon Run,Course à pied,,3038,"7,62",,,false,,Olympikus Corre 3,activities/18203373948.fit.gz,,,3038.0,2982.0,7621.0,3.671,2.556,25.0,24.0,5.2,15.6,10.6,0.0,,,86.0,80.0,,,,,558.0,,,,,,,,,,,,,,,,0.0,,1.0,7663.4,,,,,,,,,,,,,,,,23889884.0,,,,,,,,,,,2.509,0.0,,,,7894.0,0.0,,,,2.57,,,,,,,,,,,,""
16660427806,"5 déc. 2025, 21:36:18",Treino Regenerativo Z1,Course à pied,Caminhando de ré,2300,"5,06",,,false,,Olympikus Corre 3,activities/17749583880.fit.gz,,,2300.0,1564.0,5061.5,5.863,3.236,56.0,2.0,-8.6,8.8,12.4,0.1,,,86.0,82.0,,,,,312.0,,,,,,,,,,,,,,,,0.0,,1.0,5321.1,,,,,,,,,,,,,,,,23889884.0,,,,,,,,,,,2.201,261.2,,,,4160.0,0.0,,,,3.402,,,0.0,,,,,,,,,""
16586724702,"27 nov. 2025, 20:45:16",Afternoon Run,Course à pied,"",3715,"6,16",,,false,,Olympikus Corre 3,activities/17674651768.fit.gz,,,3715.0,2296.0,6166.9,4.44,2.686,11.0,17.0,15.2,41.8,11.7,-0.3,,,86.0,81.0,,,,,408.0,,,,,,,,,,,,,,,,0.0,,1.0,6202.5,,,,,,,,,,,,,,,,23889884.0,,,,,,,,,,,1.66,163.5,,,,6112.0,0.0,,,,2.701,,,0.0,,,,,,,,,""
16439776088,"12 nov. 2025, 20:26:20",Afternoon Run,Course à pied,,3687,"9,09",,,false,,Olympikus Corre 3,activities/17526035346.fit.gz,,,3687.0,3504.0,9096.3,4.2,2.596,47.0,35.0,9.6,29.0,23.1,-0.1,,,88.0,81.0,,,,,654.0,,,,,,,,,,,,,,,,0.0,,1.0,9237.8,,,,,,,,,,,,,,,,23889884.0,,,,,,,,,,,2.467,148.9,,,,9448.0,0.0,,,,2.636,,,,,,,,,,,,""
16418314493,"10 nov. 2025, 20:26:36",Afternoon Run,Course à pied,,5216,"11,15",,,false,,Olympikus Corre 3,activities/17504440441.fit.gz,,,5216.0,4275.0,11157.6,4.143,2.61,91.0,51.0,7.2,30.8,23.6,-0.1,,,87.0,80.0,,,,,779.0,,,,,,,,,,,,,,,,0.0,,1.0,11513.4,,,,,,,,,,,,,,,,23889884.0,,,,,,,,,,,2.139,290.8,,,,11236.0,0.0,,,,2.693,,,,,,,,,,,,""
16369038593,"5 nov. 2025, 23:36:13",Volta pra casa,Course à pied,"",2011,"5,10",,,false,,Olympikus Corre 3,activities/17454729612.fit.gz,,,2011.0,1745.0,5105.2,3.986,2.926,62.0,28.0,5.2,36.4,21.6,0.4,,,84.0,80.0,,,,,371.0,,,,,,,,,,,,,,,,0.0,,1.0,5304.0,,,,,,,,,,,,,,,,23889884.0,,,,,,,,,,,2.539,273.3,,,,4586.0,0.0,,,,3.04,,,0.0,,,,,,,,,""
16369038581,"5 nov. 2025, 22:56:43",TROPA DOS GORILAS 🦍 🦍,Course à pied,"",1742,"3,80",,,false,,Olympikus Corre 3,activities/17454729622.fit.gz,,,1742.0,1717.0,3802.7,4.32,2.215,35.0,12.0,-15.0,11.8,20.3,0.6,,,86.0,78.0,,,,,289.0,,,,,,,,,,,,,,,,0.0,,1.0,3911.9,,,,,,,,,,,,,,,,23889884.0,,,,,,,,,,,2.183,0.0,,,,4488.0,0.0,,,,2.278,,,0.0,,,,,,,,,media/90CA7DB7-7D88-4CA6-BD07-5BAABBED84DC.jpg
16329063453,"2 nov. 2025, 08:10:35",Quebrei kkkk,Course à pied,"",4659,"12,10",,,false,,Olympikus Corre 3,activities/17414341426.fit.gz,,,4659.0,4603.0,12100.3,3.88,2.629,70.0,132.0,5.2,70.0,20.0,-0.5,,,115.0,77.0,,,,,932.0,,,,,,,,,,,,,,,,0.0,,1.0,12156.8,,,,,,,,,,,,,,,,23889884.0,,,,,,,,,,,2.597,11.3,,,,11814.0,0.0,,,,2.641,,,0.0,,,,,,,,,""
16279334463,"28 oct. 2025, 08:48:28",Morning Run,Course à pied,,3043,"7,34",,,false,,Olympikus Corre 3,activities/17364030601.fit.gz,,,3043.0,2856.0,7341.0,4.5,2.57,61.0,49.0,4.4,20.4,18.4,0.0,,,87.0,81.0,,,,,536.0,,,,,,,,,,,,,,,,0.0,,1.0,7542.9,,,,,,,,,,,,,,,,23889884.0,,,,,,,,,,,2.412,177.1,,,,7648.0,0.0,,,,2.641,,,,,,,,,,,,""
16185035158,"18 oct. 2025, 21:36:13",Encaixou finalmente,Course à pied,Corri com o relógio de painho,3521,"10,00",,,false,,Olympikus Corre 3,,,,3521.0,3521.0,10000.0,,2.84,,,,,,0.0,,,,,,,,,885.0,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,23889884.0,,,,,,,,,,,2.84,0.0,,,,,0.0,,,,,,,,,,,,,,,,media/DF3C004F-37B0-4066-81C6-D0E4E0DE82C0.jpg
16157952392,"16 oct. 2025, 09:46:36",GPS quebrado pra cRalho,Course à pied,"",2468,"5,18",,,false,,Olympikus Corre 3,activities/17241514293.fit.gz,,,2468.0,2176.0,5181.8,2.95,2.381,51.0,46.0,-0.8,18.2,46.5,-0.1,,,89.0,79.0,,,,,392.0,,,,,,,,,,,,,,,,0.0,,1.0,5298.2,,,,,,,,,,,,,,,,23889884.0,,,,,,,,,,,2.1,0.0,,,,5732.0,0.0,,,,2.435,,,0.0,,,,,,,,,media/CD45F058-876B-493D-8E1F-26A44D580D76.jpg
16135943759,"14 oct. 2025, 09:42:12",De volta,Course à pied,"",2912,"7,08",,,false,,Olympikus Corre 3,activities/17219320959.fit.gz,,,2912.0,2779.0,7079.9,2.8,2.548,64.0,57.0,4.0,17.8,19.8,-0.1,,,83.0,79.0,,,,,520.0,,,,,,,,,,,,,,,,0.0,,1.0,7160.9,,,,,,,,,,,,,,,,23889884.0,,,,,,,,,,,2.431,0.0,,,,7306.0,0.0,,,,2.577,,,0.0,,,,,,,,,""
14881522479,"22 juin 2025, 08:56:16",Morning Run,Course à pied,,17403,"42,81",,,false,,Olympikus Corre 3,activities/15883133067.fit.gz,,,17403.0,16961.0,42815.1,8.314,2.524,182.0,184.0,0.4,22.6,20.0,0.0,,,118.0,82.0,,,,,2987.0,,,,,,,,,,,,,,,,0.0,,1.0,43224.9,1750579328.0,3.0,18.9,19.6,17.7,0.93,1013.9,1.4,1.9,15.0,0.0,1750584832.0,1750623360.0,0.875,,23889884.0,0.0,1.0,0.68,15649.2,0.0,,,,,0.0,2.46,874.2,,,,46294.0,,,,,2.548,,,,,,,,,,,,""
14869948155,"21 juin 2025, 10:20:23",Morning Run,Course à pied,,1519,"3,99",,,false,,Olympikus Corre 3,activities/15870542289.fit.gz,,,1519.0,1511.0,3997.2,3.714,2.645,25.0,31.0,-2.8,8.0,34.8,-0.1,,,92.0,83.0,,,,,231.0,,,,,,,,,,,,,,,,0.0,,1.0,4057.7,1750499968.0,1.0,19.8,18.7,15.0,0.74,1014.0,3.1,5.2,348.0,0.0,1750498432.0,1750536960.0,0.875,,23889884.0,0.0,1.0,0.14,30810.0,0.0,,,,,0.0,2.631,11.9,,,,4128.0,,,,,2.685,,,,,,,,,,,,""
14853363228,"19 juin 2025, 18:38:59",Afternoon Run,Course à pied,,3158,"8,35",,,false,,Olympikus Corre 3,activities/15852472274.fit.gz,,,3158.0,3008.0,8349.1,4.213,2.776,27.0,26.0,-6.0,8.0,16.1,0.0,,,92.0,82.0,,,,,593.0,,,,,,,,,,,,,,,,0.0,,1.0,8425.6,1750355968.0,1.0,27.2,29.6,17.9,0.57,1019.3,1.6,2.8,129.0,0.0,1750325504.0,1750364160.0,0.75,,23889884.0,0.0,1.0,0.06,34216.0,2.0,,,,,0.0,2.644,377.3,,,,8078.0,,,,,2.801,,,,,,,,,,,,""
14794624503,"14 juin 2025, 08:04:41",Morning Run,Course à pied,,7244,"17,02",,,false,,Olympikus Corre 3,activities/15788980506.fit.gz,,,7244.0,6824.0,17022.9,4.117,2.495,65.0,63.0,10.2,31.8,37.4,-0.1,,,88.0,78.0,,,,,1193.0,,,,,,,,,,,,,,,,0.0,,1.0,17203.8,1749888000.0,5.0,23.9,23.7,21.8,0.88,1016.6,4.0,7.7,153.0,0.3,1749889792.0,1749931776.0,0.625,,23889884.0,0.91,5.0,0.63,13717.0,0.0,,,,,0.0,2.35,972.3,,,,17432.0,,,,,2.521,,,,,,,,,,,,""
14763691155,"11 juin 2025, 09:04:26",Morning Run,Course à pied,,2394,"5,36",,,false,,Olympikus Corre 3,activities/15755550619.fit.gz,,,2394.0,1989.0,5360.8,4.425,2.695,22.0,4.0,15.8,28.2,27.1,0.0,,,90.0,77.0,,,,0.0,333.0,,,,,,,,,,,,,,,,0.0,,1.0,5443.4,1749632384.0,1.0,24.1,25.8,22.3,0.9,1014.4,1.4,3.8,138.0,0.0,1749630592.0,1749672576.0,0.5,,23889884.0,0.2,5.0,0.17,15939.0,0.0,,,,,0.0,2.239,0.0,,,,5004.0,,,,,2.737,,,,,,,,,,,,""
14721834111,"7 juin 2025, 07:30:55",Morning Run,Course à pied,,9713,"26,11",,,false,,Olympikus Corre 3,activities/15710323151.fit.gz,,,9713.0,9555.0,26117.8,4.617,2.733,104.0,112.0,5.4,36.6,45.1,-0.1,,,86.0,81.0,,,,,1771.0,,,,,,,,,,,,,,,,0.0,,1.0,26326.1,1749279616.0,3.0,23.8,25.0,22.3,0.91,1013.8,2.0,3.8,177.0,0.1,1749284864.0,1749326848.0,0.375,,23889884.0,0.61,5.0,0.78,13174.0,0.0,,,,,0.0,2.689,881.2,,,,25502.0,,,,,2.755,,,,,,,,,,,,""
14699042179,"4 juin 2025, 21:16:24",Evening Run,Course à pied,"",4945,"12,16",,,false,,Olympikus Corre 3,activities/15685682962.fit.gz,,,4945.0,4528.0,12160.3,4.6,2.686,82.0,58.0,-3.6,18.0,38.9,0.0,,,87.0,80.0,,,,,905.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,12494.1,1749070848.0,3.0,25.5,26.4,22.8,0.85,1015.3,2.6,6.0,149.0,0.3,1749025664.0,1749067648.0,0.375,,23889884.0,0.92,5.0,0.7,13089.0,0.0,,,,,0.0,2.459,324.6,,,,11142.0,,,,,2.759,,,,,,,,,,,,""
14667495918,"1 juin 2025, 20:36:01",Afternoon Run,Course à pied,"",6755,"15,87",,,false,,Olympikus Corre 3,activities/15651803455.fit.gz,,,6755.0,6604.0,15873.1,4.075,2.404,47.0,32.0,8.8,26.4,7.8,0.1,,,114.0,78.0,,,,,1230.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,16004.7,1748807936.0,2.0,27.0,27.5,22.6,0.77,1015.7,2.8,6.2,135.0,0.0,1748766464.0,1748808448.0,0.125,,23889884.0,0.6,5.0,0.41,21012.0,0.0,,,,,0.0,2.35,391.0,,,,16380.0,,,,,2.423,,,,,,,,,,,,""
14618760629,"28 mai 2025, 08:31:19",Morning Run,Course à pied,"",2808,"7,67",,,false,,Fila Racer T2 XTreme,activities/15599453814.fit.gz,,,2808.0,2706.0,7676.9,4.386,2.837,2.0,8.0,10.6,22.2,5.1,-0.1,,,86.0,81.0,,,,,516.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,7684.0,1748419456.0,1.0,23.8,24.4,22.9,0.95,1015.8,2.5,4.8,178.0,0.1,1748420736.0,1748462848.0,0.125,,23762696.0,0.56,5.0,0.31,14623.6,0.0,,,,,0.0,2.734,0.0,,,,7212.0,,,,,2.84,,,,,,,,,,,,""
14605093754,"26 mai 2025, 21:46:08",Evening Run,Course à pied,"",3669,"8,61",,,false,,Olympikus Corre 3,activities/15584738781.fit.gz,,,3669.0,3610.0,8617.7,3.986,2.387,26.0,27.0,12.4,28.8,9.2,-0.1,,,80.0,78.0,,,,,664.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,8695.6,1748293248.0,1.0,26.9,26.5,22.0,0.75,1015.1,3.7,8.3,158.0,0.0,1748247936.0,1748290048.0,0.875,,23889884.0,0.44,5.0,0.24,32846.0,0.0,,,,,0.0,2.349,165.6,,,,8660.0,,,,,2.409,,,,,,,,,,,,""
14594928488,"25 mai 2025, 19:27:20",Afternoon Run,Course à pied,"",6018,"15,00",,,false,,Olympikus Corre 3,activities/15573749970.fit.gz,,,6018.0,6013.0,15004.6,3.343,2.495,51.0,46.0,-0.6,16.2,8.1,0.0,,,81.0,78.0,,,,,1098.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,15089.1,1748199552.0,1.0,28.6,29.6,22.1,0.68,1014.6,4.3,9.6,153.0,0.0,1748161536.0,1748203648.0,0.875,,23889884.0,0.81,5.0,0.08,23086.0,1.0,,,,,0.0,2.493,851.9,,,,15458.0,,,,,2.509,,,,,,,,,,,,""
14424086729,"9 mai 2025, 09:37:19",Morning Run,Course à pied,"",3006,"7,68",,,false,,Olympikus Corre 3,activities/15389761277.fit.gz,,,3006.0,2920.0,7686.5,3.667,2.632,20.0,21.0,11.2,25.6,6.0,0.0,,,82.0,79.0,,,,,551.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,7733.0,1746781184.0,2.0,25.6,26.7,23.3,0.87,1013.4,2.8,5.6,141.0,0.1,1746779008.0,1746821376.0,0.375,,23889884.0,0.56,5.0,0.6,17333.0,0.0,,,,,0.0,2.557,0.0,,,,7704.0,,,,,2.648,,,,,,,,,,,,""
14403503271,"7 mai 2025, 09:35:15",Morning Run,Course à pied,,3026,"8,41",,,false,,HOKA One,activities/15368140395.fit.gz,,,3026.0,2945.0,8413.4,4.98,2.857,14.0,13.0,18.6,29.0,5.8,0.0,,,86.0,80.0,,,,,549.0,,,,,,,,,,,,,,,,0.0,,1.0,8446.9,1746608384.0,1.0,25.3,27.0,21.4,0.79,1013.6,1.8,3.5,117.0,0.0,1746606208.0,1746648576.0,0.375,,14252187.0,0.12,5.0,0.07,37020.0,0.0,,,,,0.0,2.78,0.0,,,,7776.0,,,,,2.868,,,,,,,,,,,,""
14388795354,"5 mai 2025, 20:54:47",Afternoon Run,Course à pied,,1853,"4,27",,,false,,HOKA One,activities/15352718871.fit.gz,,,1853.0,1805.0,4276.6,3.6,2.369,11.0,30.0,9.4,21.8,6.9,-0.1,,,81.0,79.0,,,,,295.0,,,,,,,,,,,,,,,,0.0,,1.0,4290.0,1746475264.0,1.0,28.4,28.7,23.1,0.73,1011.9,3.4,6.6,135.0,0.0,1746433280.0,1746475776.0,0.375,,14252187.0,0.0,1.0,0.27,36685.0,0.0,,,,,0.0,2.308,834.2,,,,4706.0,,,,,2.377,,,,,,,,,,,,""
14372579639,"4 mai 2025, 07:42:55",Morning Run,Course à pied,,6557,"16,81",,,false,,HOKA One,activities/15335658193.fit.gz,,,6557.0,6234.0,16811.0,4.088,2.697,133.0,154.0,3.6,51.2,43.3,-0.1,,,86.0,79.0,,,,,1152.0,,,,,,,,,,,,,,,,0.0,,1.0,17064.2,1746342016.0,1.0,25.0,25.5,22.3,0.85,1011.6,2.4,4.5,150.0,0.0,1746346880.0,1746389632.0,0.25,,14252187.0,0.0,1.0,0.11,38560.0,0.0,,,,,0.0,2.564,13672.5,,,,16260.0,,,,,2.737,,,,,,,,,,,,""
14371553182,"4 mai 2025, 06:55:17",Night Run,Course à pied,,2762,"6,68",,,false,,HOKA One,activities/15334589112.fit.gz,,,2762.0,2762.0,6684.8,2.813,2.42,66.0,55.0,9.4,62.2,18.1,0.2,,,81.0,78.0,,,,,466.0,,,,,,,,,,,,,,,,0.0,,1.0,6873.4,1746338432.0,1.0,26.2,25.9,22.5,0.8,1011.5,3.6,6.4,138.0,0.0,1746346880.0,1746389632.0,0.25,,14252187.0,0.0,1.0,0.1,35958.0,0.0,,,,,0.0,2.42,3936.4,,,,7140.0,,,,,2.489,,,,,,,,,,,,""
14351934693,"2 mai 2025, 07:56:39",Morning Run,Course à pied,,3011,"7,08",,,false,,HOKA One,activities/15313928798.fit.gz,,,3011.0,3011.0,7088.1,2.886,2.354,45.0,45.0,5.6,54.2,27.5,0.0,,,86.0,78.0,,,,,481.0,,,,,,,,,,,,,,,,0.0,,1.0,7247.2,1746169216.0,1.0,23.7,24.1,21.6,0.88,1011.0,2.0,3.7,176.0,0.0,1746174080.0,1746216832.0,0.125,,14252187.0,0.0,1.0,0.09,34072.0,0.0,,,,,0.0,2.354,132.5,,,,7844.0,,,,,2.407,,,,,,,,,,,,""
14289608626,"26 avr. 2025, 07:45:40",Morning Run,Course à pied,,9172,"24,79",,,false,,HOKA One,activities/15248678012.fit.gz,,,9172.0,9007.0,24796.1,4.629,2.753,81.0,69.0,0.6,20.0,15.0,0.0,,,87.0,80.0,,,,,1661.0,,,,,,,,,,,,,,,,0.0,,1.0,24947.2,1745650816.0,1.0,24.8,26.2,23.0,0.9,1009.7,1.0,2.6,177.0,0.0,1745655680.0,1745698432.0,0.875,,14252187.0,0.0,1.0,0.22,32522.0,0.0,,,,,0.0,2.703,1032.0,,,,23516.0,,,,,2.77,,,,,,,,,,,,""
14276177135,"24 avr. 2025, 19:11:13",Afternoon Run,Course à pied,,4273,"11,06",,,false,,HOKA One,activities/15234621298.fit.gz,,,4273.0,3880.0,11059.7,5.7,2.85,38.0,17.0,14.4,35.0,5.3,-0.1,,,110.0,79.0,,,,,755.0,,,,,,,,,,,,,,,,0.0,,1.0,11124.9,1745521152.0,3.0,29.1,29.5,23.4,0.71,1009.8,3.6,7.4,140.0,0.0,1745482880.0,1745525632.0,0.875,,14252187.0,0.69,5.0,0.77,28792.0,1.0,,,,,0.0,2.588,101.1,,,,9568.0,,,,,2.867,,,,,,,,,,,,""
14246457775,"21 avr. 2025, 20:36:16",Afternoon Run,Course à pied,,2800,"7,12",,,false,,HOKA One,activities/15203618556.fit.gz,,,2800.0,2707.0,7120.4,4.286,2.63,13.0,22.0,11.4,29.0,3.5,-0.1,,,116.0,78.0,,,,,480.0,,,,,,,,,,,,,,,,0.0,,1.0,7120.8,1745265664.0,1.0,28.6,29.2,23.1,0.72,1008.2,3.1,5.4,98.0,0.0,1745223680.0,1745266432.0,0.75,,14252187.0,0.58,5.0,0.27,33775.0,0.0,,,,,0.0,2.543,79.6,,,,7030.0,,,,,2.631,,,,,,,,,,,,""
14221420719,"19 avr. 2025, 08:12:57",Morning Run,Course à pied,,9709,"25,21",,,false,,HOKA One,activities/15177344715.fit.gz,,,9709.0,9623.0,25212.2,3.25,2.62,33.0,28.0,1.8,14.4,9.5,0.0,,,83.0,79.0,,,,,1705.0,,,,,,,,,,,,,,,,0.0,,1.0,25293.1,1745049600.0,1.0,24.7,25.6,22.2,0.86,1012.2,1.7,2.8,219.0,0.0,1745051008.0,1745093760.0,0.625,,14252187.0,0.0,1.0,0.24,27722.0,0.0,,,,,0.0,2.597,2329.7,,,,25146.0,,,,,2.628,,,,,,,,,,,,""
14178323091,"14 avr. 2025, 19:48:12",Afternoon Run,Course à pied,,2897,"6,79",,,false,,HOKA One,activities/15132402286.fit.gz,,,2897.0,2704.0,6791.8,3.95,2.512,8.0,15.0,19.4,41.4,4.6,-0.2,,,79.0,74.0,,,,,486.0,,,,,,,,,,,,,,,,0.0,,1.0,6797.5,1744657152.0,1.0,29.6,31.3,23.6,0.7,1011.3,3.8,7.1,101.0,0.0,1744618880.0,1744661888.0,0.625,,14252187.0,0.0,1.0,0.1,35078.0,1.0,,,,,0.0,2.344,309.0,,,,6496.0,,,,,2.514,,,,,,,,,,,,""
14154557199,"12 avr. 2025, 07:32:28",Morning Run,Course à pied,,7209,"19,14",,,false,,HOKA One,activities/15107467370.fit.gz,,,7209.0,7196.0,19145.6,3.412,2.661,41.0,50.0,1.2,14.8,6.6,0.0,,,84.0,79.0,,,,,1331.0,,,,,,,,,,,,,,,,0.0,,1.0,19218.0,1744441216.0,3.0,25.6,27.6,23.9,0.9,1010.5,1.7,3.4,341.0,0.0,1744446080.0,1744489088.0,0.375,,14252187.0,0.52,5.0,1.0,18371.0,0.0,,,,,0.0,2.656,92.5,,,,18932.0,,,,,2.671,,,,,,,,,,,,""
14149371177,"11 avr. 2025, 20:35:59",Afternoon Run,Course à pied,,1809,"4,35",,,false,,HOKA One,activities/15102044590.fit.gz,,,1809.0,1809.0,4355.0,3.571,2.407,6.0,13.0,23.8,35.6,5.9,-0.1,,,79.0,76.0,,,,,302.0,,,,,,,,,,,,,,,,0.0,,1.0,4359.5,1744401664.0,1.0,29.6,30.1,24.2,0.73,1008.8,3.8,7.3,56.0,0.0,1744359680.0,1744402688.0,0.375,,14252187.0,0.0,1.0,0.06,28287.0,0.0,,,,,0.0,2.407,1145.3,,,,4550.0,,,,,2.41,,,,,,,,,,,,""
14124563278,"9 avr. 2025, 08:05:27",Morning Run,Course à pied,,3707,"10,37",,,false,,HOKA One,activities/15076163862.fit.gz,,,3707.0,3437.0,10375.1,4.783,3.019,15.0,14.0,2.8,11.4,33.3,0.0,,,87.0,79.0,,,,,698.0,,,,,,,,,,,,,,,,0.0,,1.0,10430.7,1744185600.0,2.0,25.0,26.0,23.2,0.9,1012.9,2.3,4.0,144.0,0.1,1744186880.0,1744230016.0,0.375,,14252187.0,0.0,1.0,0.51,16905.0,0.0,,,,,0.0,2.799,263.5,,,,9234.0,,,,,3.035,,,,,,,,,,,,""
